lat;lon;validdate;t_apparent_mean_1h:C
-35.047591;149.240156;2023-11-26T00:00:00Z;25.9
-35.047591;149.240156;2023-11-26T03:00:00Z;28.9
-35.047591;149.240156;2023-11-26T06:00:00Z;26.9
-35.047591;149.240156;2023-11-26T09:00:00Z;19.4
-35.047591;149.240156;2023-11-26T12:00:00Z;16.4
-35.047591;149.240156;2023-11-26T15:00:00Z;15.5
-35.047591;149.240156;2023-11-26T18:00:00Z;16.7
-35.047591;149.240156;2023-11-26T21:00:00Z;19.1
-35.047591;149.240156;2023-11-27T00:00:00Z;27.6
-35.047591;149.240156;2023-11-27T03:00:00Z;31.3
-35.047591;149.240156;2023-11-27T06:00:00Z;28.1
-35.047591;149.240156;2023-11-27T09:00:00Z;18.5
-35.047591;149.240156;2023-11-27T12:00:00Z;16.0
-35.047591;149.240156;2023-11-27T15:00:00Z;16.2
-35.047591;149.240156;2023-11-27T18:00:00Z;15.7
-35.047591;149.240156;2023-11-27T21:00:00Z;18.5
-35.047591;149.240156;2023-11-28T00:00:00Z;26.1
-35.047591;149.240156;2023-11-28T03:00:00Z;24.9
-35.047591;149.240156;2023-11-28T06:00:00Z;20.6
-35.047591;149.240156;2023-11-28T09:00:00Z;16.5
-35.047591;149.240156;2023-11-28T12:00:00Z;16.2
-35.047591;149.240156;2023-11-28T15:00:00Z;14.9
-35.047591;149.240156;2023-11-28T18:00:00Z;15.3
-35.047591;149.240156;2023-11-28T21:00:00Z;16.8
-35.047591;149.240156;2023-11-29T00:00:00Z;23.0
-35.047591;149.240156;2023-11-29T03:00:00Z;22.3
-35.047591;149.240156;2023-11-29T06:00:00Z;22.2
-35.047591;149.240156;2023-11-29T09:00:00Z;17.9
-35.047591;149.240156;2023-11-29T12:00:00Z;15.4
-35.047591;149.240156;2023-11-29T15:00:00Z;14.9
-35.047591;149.240156;2023-11-29T18:00:00Z;14.0
-35.047591;149.240156;2023-11-29T21:00:00Z;16.9
-35.047591;149.240156;2023-11-30T00:00:00Z;24.4
-35.047591;149.240156;2023-11-30T03:00:00Z;22.2
-35.047591;149.240156;2023-11-30T06:00:00Z;22.7
-35.047591;149.240156;2023-11-30T09:00:00Z;18.5
-35.047591;149.240156;2023-11-30T12:00:00Z;15.6
-35.047591;149.240156;2023-11-30T15:00:00Z;15.7
-35.047591;149.240156;2023-11-30T18:00:00Z;15.1
-35.047591;149.240156;2023-11-30T21:00:00Z;18.3
-35.047591;149.240156;2023-12-01T00:00:00Z;27.9
-35.047591;149.240156;2023-12-01T03:00:00Z;30.3
-35.047591;149.240156;2023-12-01T06:00:00Z;25.5
-35.047591;149.240156;2023-12-01T09:00:00Z;20.3
-35.047591;149.240156;2023-12-01T12:00:00Z;15.7
-35.047591;149.240156;2023-12-01T15:00:00Z;15.1
-35.047591;149.240156;2023-12-01T18:00:00Z;14.5
-35.047591;149.240156;2023-12-01T21:00:00Z;18.0
-35.047591;149.240156;2023-12-02T00:00:00Z;26.7
-35.047591;149.240156;2023-12-02T03:00:00Z;29.9
-35.047591;149.240156;2023-12-02T06:00:00Z;24.9
-35.047591;149.240156;2023-12-02T09:00:00Z;18.3
-35.047591;149.240156;2023-12-02T12:00:00Z;15.1
-35.047591;149.240156;2023-12-02T15:00:00Z;12.2
-35.047591;149.240156;2023-12-02T18:00:00Z;10.9
-35.047591;149.240156;2023-12-02T21:00:00Z;16.6
-35.047591;149.240156;2023-12-03T00:00:00Z;26.2
-35.047591;149.240156;2023-12-03T03:00:00Z;28.1
-35.047591;149.240156;2023-12-03T06:00:00Z;25.1
-35.047591;149.240156;2023-12-03T09:00:00Z;16.2
-35.047591;149.240156;2023-12-03T12:00:00Z;12.6
-35.047591;149.240156;2023-12-03T15:00:00Z;11.9
-35.047591;149.240156;2023-12-03T18:00:00Z;11.9
-35.047591;149.240156;2023-12-03T21:00:00Z;16.7
-35.047591;149.240156;2023-12-04T00:00:00Z;27.5
-35.047591;149.240156;2023-12-04T03:00:00Z;30.1
-35.047591;149.240156;2023-12-04T06:00:00Z;26.4
-35.047591;149.240156;2023-12-04T09:00:00Z;21.5
-35.047591;149.240156;2023-12-04T12:00:00Z;17.0
-35.047591;149.240156;2023-12-04T15:00:00Z;15.2
-35.047591;149.240156;2023-12-04T18:00:00Z;14.3
-35.047591;149.240156;2023-12-04T21:00:00Z;21.5
-35.047591;149.240156;2023-12-05T00:00:00Z;31.6
-35.047591;149.240156;2023-12-05T03:00:00Z;36.4
-35.047591;149.240156;2023-12-05T06:00:00Z;33.2
-35.047591;149.240156;2023-12-05T09:00:00Z;24.9
-35.047591;149.240156;2023-12-05T12:00:00Z;20.8
-35.047591;149.240156;2023-12-05T15:00:00Z;20.1
-35.047591;149.240156;2023-12-05T18:00:00Z;18.3
-35.047591;149.240156;2023-12-05T21:00:00Z;23.6
-35.047591;149.240156;2023-12-06T00:00:00Z;33.6
-35.047591;149.240156;2023-12-06T03:00:00Z;35.7
-35.047591;149.240156;2023-12-06T06:00:00Z;31.5
-35.047591;149.240156;2023-12-06T09:00:00Z;23.5
-35.047591;149.240156;2023-12-06T12:00:00Z;17.4
-35.047591;149.240156;2023-12-06T15:00:00Z;16.6
-35.047591;149.240156;2023-12-06T18:00:00Z;15.6
-35.047591;149.240156;2023-12-06T21:00:00Z;21.8
-35.047591;149.240156;2023-12-07T00:00:00Z;31.8
-35.047591;149.240156;2023-12-07T03:00:00Z;31.2
-35.047591;149.240156;2023-12-07T06:00:00Z;27.9
-35.047591;149.240156;2023-12-07T09:00:00Z;23.2
-35.047591;149.240156;2023-12-07T12:00:00Z;19.8
-35.047591;149.240156;2023-12-07T15:00:00Z;20.1
-35.047591;149.240156;2023-12-07T18:00:00Z;18.3
-35.047591;149.240156;2023-12-07T21:00:00Z;24.2
-35.047591;149.240156;2023-12-08T00:00:00Z;34.6
-35.047591;149.240156;2023-12-08T03:00:00Z;36.8
-35.047591;149.240156;2023-12-08T06:00:00Z;32.7
-35.047591;149.240156;2023-12-08T09:00:00Z;26.9
-35.047591;149.240156;2023-12-08T12:00:00Z;23.3
-35.047591;149.240156;2023-12-08T15:00:00Z;22.6
-35.047591;149.240156;2023-12-08T18:00:00Z;22.6
-35.047591;149.240156;2023-12-08T21:00:00Z;27.4
-35.047591;149.240156;2023-12-09T00:00:00Z;35.4
-35.047591;149.240156;2023-12-09T03:00:00Z;40.2
-35.047591;149.240156;2023-12-09T06:00:00Z;36.9
-35.047591;149.240156;2023-12-09T09:00:00Z;28.8
-35.047591;149.240156;2023-12-09T12:00:00Z;18.4
-35.047591;149.240156;2023-12-09T15:00:00Z;16.6
-35.047591;149.240156;2023-12-09T18:00:00Z;15.9
-35.047591;149.240156;2023-12-09T21:00:00Z;18.3
-35.047591;149.240156;2023-12-10T00:00:00Z;25.3
-35.047591;149.240156;2023-12-10T03:00:00Z;34.6
-35.047591;149.240156;2023-12-10T06:00:00Z;33.4
-35.047591;149.240156;2023-12-10T09:00:00Z;26.0
-35.047591;149.240156;2023-12-10T12:00:00Z;21.1
-35.047591;149.240156;2023-12-10T15:00:00Z;19.9
-35.047591;149.240156;2023-12-10T18:00:00Z;18.2
-35.047591;149.240156;2023-12-10T21:00:00Z;23.0
-35.047591;149.240156;2023-12-11T00:00:00Z;32.1
-35.047591;149.240156;2023-12-11T03:00:00Z;34.2
-35.047591;149.240156;2023-12-11T06:00:00Z;33.4
-35.047591;149.240156;2023-12-11T09:00:00Z;24.2
-35.047591;149.240156;2023-12-11T12:00:00Z;19.8
-35.047591;149.240156;2023-12-11T15:00:00Z;19.4
-35.047591;149.240156;2023-12-11T18:00:00Z;19.0
-35.047591;149.240156;2023-12-11T21:00:00Z;21.3
-35.047591;149.240156;2023-12-12T00:00:00Z;29.1
-35.047591;149.240156;2023-12-12T03:00:00Z;34.6
-35.047591;149.240156;2023-12-12T06:00:00Z;33.8
-35.047591;149.240156;2023-12-12T09:00:00Z;24.6
-35.047591;149.240156;2023-12-12T12:00:00Z;20.5
-35.047591;149.240156;2023-12-12T15:00:00Z;19.1
-35.047591;149.240156;2023-12-12T18:00:00Z;17.3
-35.047591;149.240156;2023-12-12T21:00:00Z;22.5
-35.047591;149.240156;2023-12-13T00:00:00Z;34.1
-35.047591;149.240156;2023-12-13T03:00:00Z;38.1
-35.047591;149.240156;2023-12-13T06:00:00Z;34.0
-35.047591;149.240156;2023-12-13T09:00:00Z;26.6
-35.047591;149.240156;2023-12-13T12:00:00Z;22.1
-35.047591;149.240156;2023-12-13T15:00:00Z;18.8
-35.047591;149.240156;2023-12-13T18:00:00Z;18.1
-35.047591;149.240156;2023-12-13T21:00:00Z;23.0
-35.047591;149.240156;2023-12-14T00:00:00Z;30.5
-35.047591;149.240156;2023-12-14T03:00:00Z;33.8
-35.047591;149.240156;2023-12-14T06:00:00Z;28.8
-35.047591;149.240156;2023-12-14T09:00:00Z;20.4
-35.047591;149.240156;2023-12-14T12:00:00Z;17.6
-35.047591;149.240156;2023-12-14T15:00:00Z;16.2
-35.047591;149.240156;2023-12-14T18:00:00Z;14.6
-35.047591;149.240156;2023-12-14T21:00:00Z;19.8
-35.047591;149.240156;2023-12-15T00:00:00Z;29.3
-35.047591;149.295712;2023-11-25T00:00:00Z;23.2
-35.047591;149.295712;2023-11-25T03:00:00Z;26.4
-35.047591;149.295712;2023-11-25T06:00:00Z;24.0
-35.047591;149.295712;2023-11-25T09:00:00Z;18.4
-35.047591;149.295712;2023-11-25T12:00:00Z;15.4
-35.047591;149.295712;2023-11-25T15:00:00Z;14.6
-35.047591;149.295712;2023-11-25T18:00:00Z;13.7
-35.047591;149.295712;2023-11-25T21:00:00Z;16.5
-35.047591;149.295712;2023-11-26T00:00:00Z;25.2
-35.047591;149.295712;2023-11-26T03:00:00Z;28.1
-35.047591;149.295712;2023-11-26T06:00:00Z;26.2
-35.047591;149.295712;2023-11-26T09:00:00Z;18.4
-35.047591;149.295712;2023-11-26T12:00:00Z;15.1
-35.047591;149.295712;2023-11-26T15:00:00Z;14.6
-35.047591;149.295712;2023-11-26T18:00:00Z;15.9
-35.047591;149.295712;2023-11-26T21:00:00Z;18.1
-35.047591;149.295712;2023-11-27T00:00:00Z;27.0
-35.047591;149.295712;2023-11-27T03:00:00Z;30.6
-35.047591;149.295712;2023-11-27T06:00:00Z;27.4
-35.047591;149.295712;2023-11-27T09:00:00Z;17.6
-35.047591;149.295712;2023-11-27T12:00:00Z;15.2
-35.047591;149.295712;2023-11-27T15:00:00Z;15.4
-35.047591;149.295712;2023-11-27T18:00:00Z;14.9
-35.047591;149.295712;2023-11-27T21:00:00Z;17.7
-35.047591;149.295712;2023-11-28T00:00:00Z;25.3
-35.047591;149.295712;2023-11-28T03:00:00Z;24.1
-35.047591;149.295712;2023-11-28T06:00:00Z;19.4
-35.047591;149.295712;2023-11-28T09:00:00Z;15.5
-35.047591;149.295712;2023-11-28T12:00:00Z;15.2
-35.047591;149.295712;2023-11-28T15:00:00Z;13.9
-35.047591;149.295712;2023-11-28T18:00:00Z;14.3
-35.047591;149.295712;2023-11-28T21:00:00Z;15.5
-35.047591;149.295712;2023-11-29T00:00:00Z;21.9
-35.047591;149.295712;2023-11-29T03:00:00Z;21.6
-35.047591;149.295712;2023-11-29T06:00:00Z;21.6
-35.047591;149.295712;2023-11-29T09:00:00Z;16.7
-35.047591;149.295712;2023-11-29T12:00:00Z;13.9
-35.047591;149.295712;2023-11-29T15:00:00Z;13.9
-35.047591;149.295712;2023-11-29T18:00:00Z;13.0
-35.047591;149.295712;2023-11-29T21:00:00Z;16.2
-35.047591;149.295712;2023-11-30T00:00:00Z;24.1
-35.047591;149.295712;2023-11-30T03:00:00Z;21.3
-35.047591;149.295712;2023-11-30T06:00:00Z;22.1
-35.047591;149.295712;2023-11-30T09:00:00Z;17.1
-35.047591;149.295712;2023-11-30T12:00:00Z;14.1
-35.047591;149.295712;2023-11-30T15:00:00Z;14.6
-35.047591;149.295712;2023-11-30T18:00:00Z;13.9
-35.047591;149.295712;2023-11-30T21:00:00Z;16.8
-35.047591;149.295712;2023-12-01T00:00:00Z;27.0
-35.047591;149.295712;2023-12-01T03:00:00Z;29.9
-35.047591;149.295712;2023-12-01T06:00:00Z;24.8
-35.047591;149.295712;2023-12-01T09:00:00Z;19.1
-35.047591;149.295712;2023-12-01T12:00:00Z;14.6
-35.047591;149.295712;2023-12-01T15:00:00Z;14.3
-35.047591;149.295712;2023-12-01T18:00:00Z;13.7
-35.047591;149.295712;2023-12-01T21:00:00Z;17.2
-35.047591;149.295712;2023-12-02T00:00:00Z;25.7
-35.047591;149.295712;2023-12-02T03:00:00Z;29.3
-35.047591;149.295712;2023-12-02T06:00:00Z;24.1
-35.047591;149.295712;2023-12-02T09:00:00Z;17.4
-35.047591;149.295712;2023-12-02T12:00:00Z;13.9
-35.047591;149.295712;2023-12-02T15:00:00Z;10.9
-35.047591;149.295712;2023-12-02T18:00:00Z;8.7
-35.047591;149.295712;2023-12-02T21:00:00Z;15.6
-35.047591;149.295712;2023-12-03T00:00:00Z;25.5
-35.047591;149.295712;2023-12-03T03:00:00Z;27.3
-35.047591;149.295712;2023-12-03T06:00:00Z;24.3
-35.047591;149.295712;2023-12-03T09:00:00Z;15.3
-35.047591;149.295712;2023-12-03T12:00:00Z;11.8
-35.047591;149.295712;2023-12-03T15:00:00Z;11.1
-35.047591;149.295712;2023-12-03T18:00:00Z;11.2
-35.047591;149.295712;2023-12-03T21:00:00Z;15.9
-35.047591;149.295712;2023-12-04T00:00:00Z;26.7
-35.047591;149.295712;2023-12-04T03:00:00Z;29.0
-35.047591;149.295712;2023-12-04T06:00:00Z;25.5
-35.047591;149.295712;2023-12-04T09:00:00Z;20.3
-35.047591;149.295712;2023-12-04T12:00:00Z;15.5
-35.047591;149.295712;2023-12-04T15:00:00Z;13.5
-35.047591;149.295712;2023-12-04T18:00:00Z;13.0
-35.047591;149.295712;2023-12-04T21:00:00Z;20.0
-35.047591;149.295712;2023-12-05T00:00:00Z;30.9
-35.047591;149.295712;2023-12-05T03:00:00Z;35.7
-35.047591;149.295712;2023-12-05T06:00:00Z;32.3
-35.047591;149.295712;2023-12-05T09:00:00Z;23.2
-35.047591;149.295712;2023-12-05T12:00:00Z;18.8
-35.047591;149.295712;2023-12-05T15:00:00Z;18.3
-35.047591;149.295712;2023-12-05T18:00:00Z;16.7
-35.047591;149.295712;2023-12-05T21:00:00Z;21.7
-35.047591;149.295712;2023-12-06T00:00:00Z;33.0
-35.047591;149.295712;2023-12-06T03:00:00Z;34.8
-35.047591;149.295712;2023-12-06T06:00:00Z;30.7
-35.047591;149.295712;2023-12-06T09:00:00Z;22.2
-35.047591;149.295712;2023-12-06T12:00:00Z;16.4
-35.047591;149.295712;2023-12-06T15:00:00Z;15.3
-35.047591;149.295712;2023-12-06T18:00:00Z;14.0
-35.047591;149.295712;2023-12-06T21:00:00Z;20.3
-35.047591;149.295712;2023-12-07T00:00:00Z;31.0
-35.047591;149.295712;2023-12-07T03:00:00Z;30.3
-35.047591;149.295712;2023-12-07T06:00:00Z;27.2
-35.047591;149.295712;2023-12-07T09:00:00Z;21.5
-35.047591;149.295712;2023-12-07T12:00:00Z;18.4
-35.047591;149.295712;2023-12-07T15:00:00Z;18.1
-35.047591;149.295712;2023-12-07T18:00:00Z;16.8
-35.047591;149.295712;2023-12-07T21:00:00Z;22.4
-35.047591;149.295712;2023-12-08T00:00:00Z;33.8
